METADATA,,,,,,,,,,,
title.en,ITU Carrier Codes ,,,,,,,,,,
,,,,,,,,,,,
DATA,type=array,,,,,,,,,,
country_name,country_code,organization,address_line_1,address_line_2,address_line_3,address_line_4,code,contact_person,tel,fax,email
Germany (Federal Republic of) ,DEU,QSC AG,Matthias-Brueggen-Strasse 55,50829 COLOGNE,,,QSCAG,Carrier Management,+49 221 6698 000,+49 221 6698 009,info@qsc.de
Germany (Federal Republic of) ,DEU,QuaeroSys UG (haftungsbeschraenkt),Nobelstrasse 13a,70569 STUTTGART,,,QS,Mr Johannes Braun,+49 6044 96698 0,+49 6044 96698 100,mail@quaerosys.com
Germany (Federal Republic of) ,DEU,questnet GmbH,Byhlener Strasse 1,D-03044 COTTBUS,,,DEU411,Mr René Kockisch,+49 355 35759 41,+49 355 35759 10,rk@questnet.de
Germany (Federal Republic of) ,DEU,Quix Breitband GmbH,Am Saaraltarm 1,66740 SAARLOUIS,,,QUIX,,+49 6831 5030 0,+49 6831 5030 120,info@inexio.de
Germany (Federal Republic of) ,DEU,Rainer Nowak - Computer & Service Center,Erfurter Strasse 43,99310 Arnstadt,,,CSCARN,Mr. Rainer Nowak,+49 3628 600838,+49 3628 600839,service@pc-spezialisten.de
Germany (Federal Republic of) ,DEU,RAPIDATA GmbH,Ziegelweg 20,79100 ESCHBACH,,,RADATA,Mr Arton Binakaj,+49 7634 3500011,+49 7634 3500019,arton.binakaj@rapidata.de
Germany (Federal Republic of) ,DEU,REKA Regionalservice Kabelfernsehen GmbH,Friedensstrasse 30,01917 KAMENZ,,,TCREKA,Mr Andreas Gaertig,+49 341 60 952 445,+49 341 60 952 903,andreas.gaertig@pyur.com
Germany (Federal Republic of) ,DEU,Rekers Digitaltechnik GmbH & Co. KG,Siemensstrasse 7,48480 SPELLE,,,REKERS,Mr Philipp Rekers,+49 5977 9399 12,+49 5977 9399 23,p.rekers@redig.de
Germany (Federal Republic of) ,DEU,Relaix Networks GmbH,Kackertstrasse 10,52072 Aachen,,,RELAIX,,+49 241 990001 0,+49 241 990001 11,info@relaix.net
Germany (Federal Republic of) ,DEU,reputatio AG,Frühlingshalde 24,75399 Unterreichenbach,,,REPDE,Mr. Stefan Riese,+49 721 50967 - 0,+49 721 50967 - 99,stephan.riese@reputatio.com
Germany (Federal Republic of) ,DEU,reventix GmbH,Luetzowstrasse 106,10785 Berlin,,,REVTIX,Mrs. Aline Kundt,+49 30 346 466 130,+49 30 346 466 131,portierung@reventix.de
Germany (Federal Republic of) ,DEU,RFT Kabel Brandenburg GmbH,Kurstrasse 14 - 15,14776 BRANDENBURG,,,RFTK,Mr Thomas Rosenfeld,+49 3381 5261 132,+49 3381 5261 319,th.rosenfeld@rftkabel.de
Germany (Federal Republic of) ,DEU,RhönEnergie Fulda GmbH,Bahnhofstrasse 2,36037 FULDA,,,REFNET,Mr. Ralf-Stefan Stoeppler,+49 661 12 260,+49 661 12 379,vectoring@re-fd.de
Germany (Federal Republic of) ,DEU,Rhönnet GmbH,Turmstrasse 10,36124 EICHENZELL,,,RN2013,Mrs Carmen Joeckel,+49 6659 6113611,+49 6659 6113612,portierung@rhoennet.info
Germany (Federal Republic of) ,DEU,R-KOM Regensburger Telekommunikationsges mbH & co kg,Greflingerstrasse 26,D-93055 REGENSBRUG,,,RKOM,Wilhelm Binder,+49 941 6985 152,+49 941 6985 200,Mr Jochen Kuenzel
Germany (Federal Republic of) ,DEU,RMS Systems Datenverarbeitungs GmbH,Wildbirnenweg 17,91126 SCHWABACH,,,RMSSYS,Mr Jochen Kuenzel,+49 9122 99210,+49 9122 99215,info@rms-online.de
Germany (Federal Republic of) ,DEU,rockenstein AG,Ohmstrasse 12,97076 WUERZBURG,,,ROCK,Mr Christoph Rockenstein,+49 931299344,+49 9312993499,support@rockenstein.de
Germany (Federal Republic of) ,DEU,RS Gesellschaft für Informationstechnik mbH & Co.KG,Auf dem Knapp 35,42855 REMSCHEID,,,RGFI,Mrs Denise Lieth,+49 2191 909446,+49 2191 90950446,info@rgi.net
Germany (Federal Republic of) ,DEU,RST Datentechnik GmbH,Dr. Rudolf-Eberle-Strasse 36,79774 ALBBRUCK,,,RSTDE,Mr Sascha Tobler,+49 7753 92170,+49 7753 91015,tobler@rst.de
Germany (Federal Republic of) ,DEU,RWE FiberNet GmbH,Kruppstrasse 5,45128 ESSEN,,,RWEFN,,+49 201 12 29800,+49 201 12 29801,rwe-highspeed@rwe.com
Germany (Federal Republic of) ,DEU,Sachs Kommunikationssysteme GmbH,Industriestrasse 8,61449 Steinbach,,,SKS,,+49 6171 9864 0,+49 6171 9864 299,technik@sks-gmbh.de
Germany (Federal Republic of) ,DEU,Sat Internet Services GmbH,Justus-von-Liebig-Strasse 26,31535 NEUSTADT AM RBGE,,,SISTEL,Mr Marc Gutzeit,+49 5032 8942 432,+49 5032 8942 440,gutzeit@satinternet.com
Germany (Federal Republic of) ,DEU,Schiffel IT-Service GmbH,Portastrasse 73,32457 PORTA WESTFALICA,,,SCHFFL,Mr Steffen Schiffel,+49 571 730 725 8000,+49 571 730 725 8099,portierung@schiffel.it
Germany (Federal Republic of) ,DEU,Schleswiger Stadtwerke GmbH,Werkstrasse 1,28837 SCHLESWIG,,,SLSTW,Mrs. Nicole Bendixen,+49 4621 801 401,+49 4621 801 111,bendixen@schleswiger-stadtwerke.de
Germany (Federal Republic of) ,DEU,schnell-im-netz.de GmbH & Co.KG,Albrecht-Dürer-Platz 4,97421 SCHWEINFURT,,,SINETZ,Mr Stephan Hager,+49 9721 93293 00,+49 9721 93293 99,postkasten@schnell-im-netz.de
Germany (Federal Republic of) ,DEU,Schoenenberg-Computer GmbH,Wilhelmshoehe 12,53797 LOHMAR,,,RSBNET,Mr Karl Sonnleitner,+49 220691799900,+49 220682756,ks@lohmar.com
Germany (Federal Republic of) ,DEU,Schulze Breitbandkommunikationsgesellschaft mbH,Ackerstrasse 20,02977 HOYERSWERDA,,,SBK001,Mr Jan Schulze,+49 3571 603344,+49 3571 603356,info@kabelmax.tv
Germany (Federal Republic of) ,DEU,sdt.net AG,Ulmer Strasse 130,73431 AALEN,,,SDT,Mr. Bernd Sontheimer,+49 7361 9381 0,+49 7361 9381 81,sontheim@sdt.net
Germany (Federal Republic of) ,DEU,sentec networks GmbH,Residenzstrasse 128,13409 BERLIN,,,SENTEC,Mr Uemit Senli,+49 30 4985 1435,+49 30 4985 6291,mail@sentec-it.com
Germany (Federal Republic of) ,DEU,Servario Networks GmbH,Bentheimer Strasse 239,48529 NORDHORN,,,SNET,Mr Daniel Demmer,+49 5921 8111027,+49 5921 7111581,d.demmer@servario-networks.de
Germany (Federal Republic of) ,DEU,sewikom GmbH,Unter der Schirmeke 3,37688 BEVERUNGEN,,,SEWKOM,,+49 5273 3676400,+49 5273 3676330,info@sewikom.de
Germany (Federal Republic of) ,DEU,simple-ASP GmbH,Zilzkreuz 10,53604 BAD HONNEF,,,SIMPLE,Mr. Tobias Kritten,+49 2224 928 4800,+49 800 000 0867,
Germany (Federal Republic of) ,DEU,Sipgate GmbH,Gladbacher Strasse 74,40219 DUSSELDORF,,,SG,Mr. Percy Christensen,+49 211 635555 36,+49 211 635555 22,christensen@sipgate.de
Germany (Federal Republic of) ,DEU,S-IT Informationstechnologie Betreiber GmbH & Co.KG im Nordschwarzwald,Marktstrasse 7 - 11,75365 CALW,,,SIT480,Mr Ingo Appuhn,+49 7051 599 200,+49 7051 599 549,appuhn@sparkassen-it.de
Germany (Federal Republic of) ,DEU,SKYTRON Communications GmbH & Co.KG,Im Hinteracker 6-10,76307 KARLSBAD,,,SKYTRN,Mr Holger Witt,+49 7248 4528 130,+49 7248 4528 230,h.witt@skytron.de
Germany (Federal Republic of) ,DEU,smart-DSL GmbH,Weissen 1,87487 WIGGENSBACH,,,SMART,Mr Hubert Heinle,+49 8370 976515,+49 8370 976514,hubert.heinle@smartone.de
Germany (Federal Republic of) ,DEU,Snellstar GmbH,Kaistrasse 101,24114 KIEL,,,SNELL,Mr Karlheinz Hagen,+49 431 7755102,+49 431 7755105,tk@snellstar.de
Germany (Federal Republic of) ,DEU,SOCO Network Solutions GmbH,Nordstrasse 102,52353 DUEREN,,,SOCO,Mr Ali Calik,+49 2421 224444,+49 2421 224488,itu@soco.net
Germany (Federal Republic of) ,DEU,SOLIDAS Media GmbH,Ploenzeile 17,12459 BERLIN,,,SVOICE,Mr Sebastian Eppler,+49 30 501001 30,+49 30 501001 39,support@solidas-media.de
Germany (Federal Republic of) ,DEU,SQUILD GmbH,Saar-Lor-Lux-Strasse 19,66115 SAARBRUECKEN,,,SQUILD,Mr Matthias Tinnemeier,+49 681 844974 0,+49 681 844974 99,m.tinnemeier@squild.de
Germany (Federal Republic of) ,DEU,Städtische Werke Netz + Service GmbH,Koenigstor 3 - 13,34117 KASSEL,,,STWNSG,Mr Mirco Glitzenhirn,+49 561 5745 2476,+49 561 5745 2425,mirco.glitzenhirn@netzplusservice.de
Germany (Federal Republic of) ,DEU,Stadtnetz Bamberg Gesellschaft für Telekommunikation mbH,Margaretendamm 28,96052 BAMBERG,,,STNB,Mr Volker Richter,+49 951 77 8320,+49 951 77 8090,volker.richter@stadtnetz-bamberg.de
Germany (Federal Republic of) ,DEU,Stadtnetze Nord GmbH,Wiesenweg 30,24242 FELDE,,,SNN,Mrs. Sonja Taylor,+49 431 7097 493,,staylor@ennit.de
Germany (Federal Republic of) ,DEU,Stadtwerke Ahrensburg GmbH,Manfred-Samusch-Strasse 5,22926 AHRENSBURG,,,SWATEL,Mr Lars Seckler,+49 4102 997 426,+49 4102 997 410,l.seckler@stadtwerke-ahrensburg.de
Germany (Federal Republic of) ,DEU,Stadtwerke Bad Reichenhall KU,Hallgrafenstrasse 2,83435 BAD REICHENHALL,,,STWBR,,+49 8651 705 0,+49 8651 705 105,service@stwbr.de
Germany (Federal Republic of) ,DEU,Stadtwerke Barmstedt Xtra GmbH,Bahnhofstrasse 27,25355 BARMSTEDT,,,SNBG,Mr. Fred Freyermuth,+49 4123 68151,+49 4123 68178,freyermuth@stadtwerke-barmstedt.de
Germany (Federal Republic of) ,DEU,Stadtwerke Bochum GmbH,Ostring 28,44787 BOCHUM,,,STWBO,Mr. Christian Mark,+49 234 960 3033,+49 234 960 3039,christian.mark@stadtwerke-bochum.de
Germany (Federal Republic of) ,DEU,Stadtwerke Bühl GmbH,Siemensstrasse 5,77815 BUEHL,,,BUEHL,Mr Georg Friedmann,+49 7223 946 110,+49 7223 946 271110,georg.friedmann@stadtwerke-buehl.de
Germany (Federal Republic of) ,DEU,Stadtwerke Eckernförde GmbH,Bornbrook 1,24340 Eckernfoerde,,,SWECKI,Mrs. Schumacher,+49 4351 905 110,+49 4351 905 199,eckitel@stadtwerke-eckernfoerde.de
Germany (Federal Republic of) ,DEU,Stadtwerke Einbeck GmbH,Grimsehlstrasse 17,37574 EINBECK,,,EININT,Mr Bernd Cranen,+49 5161 942 0,+49 5161 942 211,bcranen@stadtwerke-einbeck.de
Germany (Federal Republic of) ,DEU,Stadtwerke Engen GmbH,Eugen-Schaedler-Strasse 3,78234 ENGEN,,,SWENG,,+49 7733 94800,+49 7733 948020,info@stadtwerke-engen.de
Germany (Federal Republic of) ,DEU,Stadtwerke Erkrath GmbH,Gruitener Strasse 27,40699 ERKRATH,,,SWELWE,Mr Gregor Jeken,+49 2104 94360 96,+49 2104 94360 99,gregor.jeken@stadtwerke-erkrath.de
Germany (Federal Republic of) ,DEU,Stadtwerke Eutin GmbH,Holstenstrasse 6,23701 EUTIN,,,SWEUDI,Mr Thorsten Rischmann,+49 4521 705 388,+49 4521 705 55388,rischmann@stadtwerke-eutin.de
Germany (Federal Republic of) ,DEU,Stadtwerke Flensburg GmbH,Batteriestrasse 48,24939 FLENSBURG,,,SWFL,Mr. Erik Domsalla,+49 461 487 3425,+49 461 487 2733,hostmaster@stadtwerke-flensburg.de
Germany (Federal Republic of) ,DEU,Stadtwerke Forchheim GmbH,Haidfeldstrasse 8,91301 FORCHHEIM,,,STWFO,Mr Christian Palla,+49 9191 613 229,+49 9191 613 26229,c.palla@stadtwerke-forchheim.de
Germany (Federal Republic of) ,DEU,Stadtwerke Geesthacht GmbH,Mercatorstrasse 67,21502 GEESTHACHT,,,SWGEE,Mr Dennis Ressel,+49 4152 929 323,+49 4152 929 320,d.ressel@stadtwerke-geesthacht.de
Germany (Federal Republic of) ,DEU,Stadtwerke GmbH Bad Kreuznach,Kilianstrasse 9,D-55543 BAD KREUZNACH,,,SWKH,Mr Klaus-Dieter Dreesbach,+49 671 991310,+49 671 991261,k.dreesbach@stadtwerke-kh.de
Germany (Federal Republic of) ,DEU,Stadtwerke Hammelburg GmbH,Rote-Kreuz Strasse 44,97762 Hammelburg,,,HABNET,Mr. Jürgen Weigand,+49 973 290 2232,+49 973 290 229232,
Germany (Federal Republic of) ,DEU,Stadtwerke Hilden GmbH,Am Feuerwehrhaus 1,40724 HILDEN,,,SWH106,Mr Martin Sasonow,+49 2103 795 163,+49 2103 795 130,martin.sasonow@stadtwerke-hilden.de
Germany (Federal Republic of) ,DEU,Stadtwerke Itzehoe GmbH,Gasstrasse 18,25524 Itzehoe,,,IZKOM1,Mr. Reiner Thomsen,+49 4821 774 175,,reiner.thomsen@stadtwerke-steinburg.de
Germany (Federal Republic of) ,DEU,Stadtwerke Jülich GmbH,An der Vogelstange 2a,D-52428 JUELICH,,,JULINK,Mr Markus Bissel,+49 2461 625 247,+49 2461 625 193,m.bissel@stadtwerke-juelich.de
Germany (Federal Republic of) ,DEU,Stadtwerke Kaltenkirchen GmbH,Kamper Weg 38,24568 KALTENKIRCHEN,,,KKCO,,+49 4191 936 0,+49 4191 936 270,info@kakiconnect.de
Germany (Federal Republic of) ,DEU,Stadtwerke Konstanz GmbH,Max-Stromeyer-Strasse 21 - 29,78467 KONSTANZ,,,SWKN,Mr Roland Stader,+49 7531 803 4800,+49 7531 803 77 4800,r.stader@stadtwerke-konstanz.de
Germany (Federal Republic of) ,DEU,Stadtwerke Lübeck GmbH,Moislinger Allee 9,23547 Luebeck,,,SWL451,,+49 451 888 4501,+49 451 888 4503,service@sw-luebeck.de
Germany (Federal Republic of) ,DEU,Stadtwerke Ludwigsburg-Kornwestheim GmbH,Gaensfussallee 23,71636 LUDWIGSBURG,,,SWLB,Mr Holger Grahl,+49 7141 910 4377,+49 7141 910 2841,holger.grahl@swlb.de
Germany (Federal Republic of) ,DEU,Stadtwerke Lutherstadt Eisleben GmbH,Karl-Ruehlemann-Platz 1,06295 LUTHERSTADT EISLEBEN,,,SLE24,Mr Axel Fritsch,+49 3475 667 166,+49 3475 667 177,axel.fritsch@sle24.de
Germany (Federal Republic of) ,DEU,Stadtwerke Marburg GmbH,Am Krekel 55,35039 MARBURG,,,SWMR,Mr. Markus Scholz,+49 6421 205 714,+49 6421 205 300,markus.scholz@swmr.de
Germany (Federal Republic of) ,DEU,Stadtwerke Merseburg GmbH,Grosse Ritterstrasse 9,06217 MERSEBURG,,,SWMER,Mrs Anja Bente,+49 3461 454 236,+49 3461 454 170,a.bente@sw-merseburg.de
Germany (Federal Republic of) ,DEU,Stadtwerke Münster GmbH,Hafenplatz 1,48155 MUENSTER,,,SWMS,Mr Michael Lustmann,+49 251 694 3244,+49 251 694 1100,m.lustmann@stadtwerke-muenster.de
Germany (Federal Republic of) ,DEU,Stadtwerke Neustrelitz GmbH,Wilhelm-Stolte-Strasse 90,17235 NEUSTRELITZ,,,SWMST,Mr Toni Jantschik,+49 3981 474 154,+49 3981 474 299,jantschik@stadtwerke-neustrelitz.de
Germany (Federal Republic of) ,DEU,Stadtwerke Norderney GmbH,Jann-Berghaus-Strasse 34,D-26548 NORDERNEY,,,SWN122,Mr Holger Schoenemann,+49 4932 879 82,+49 4932 879 90,holger.schoenemann@stadtwerke-norderney.de
Germany (Federal Republic of) ,DEU,Stadtwerke Nortorf Breitband GmbH,Poststrasse 21,24589 NORTORF,,,DEUNOR,Mr Kerrin Niklas Bracker,+49 4392 9130 104,+49 4392 9130 290,k.bracker@stadtwerke-nortorf.de
Germany (Federal Republic of) ,DEU,Stadtwerke Nürtingen GmbH,Porschestrasse 5 - 9,72622 NUERTINGEN,,,NTNET,Mr Norman Tietz,+49 7022 406 140,+49 7022 406 123,norman.tietz@sw-nuertingen.de
Germany (Federal Republic of) ,DEU,Stadtwerke OELSNITZ/V. GmbH,Boxbachweg 2,D-08606 OELSNITZ/V.,,,SWOE,Mr Michael Fritzsch,+49 37421 408 0,+49 37421 29491,info@swoe.de
Germany (Federal Republic of) ,DEU,Stadtwerke Oldenburg in Holstein Media GmbH,Markt 1,23758 OLDENBURG i.H.,,,SWOMDI,Mr Frank Neumann,+49 151 5651 0130,+49 4521 705550,breitband@stadtwerke-eutin.de
Germany (Federal Republic of) ,DEU,Stadtwerke Ramstein-Miesenbach GmbH,Am Neuen Markt 8,66877 RAMSTEIN-MIESENBACH,,,RMENET,Mr. Reinhard Schneider,+49 6371 592 330,+49 6371 592 333,info@stadtwerke-ramstein.de
Germany (Federal Republic of) ,DEU,Stadtwerke Rendsburg GmbH,Am Eiland 12,D-24768 RENDSBURG,,,13154,Mr Mitat Karahan,+49 4331 209 202,+49 4331 209 405,m.karahan@stadtwerke-rendsburg.de
Germany (Federal Republic of) ,DEU,Stadtwerke Rostock AG,Schmarler Damm 5,18069 ROSTOCK,,,SWRAG,Mr Hubert Enders,+49 381 805 1765,+49 381 805 2701,provider@swrag.de
Germany (Federal Republic of) ,DEU,Stadtwerke Schneverdingen-Neuenkirchen GmbH,Harburger Strasse 21,29640 SCHNEVERDINGEN,,,SWSVNK,Mr Moritz Kawaletz,+49 5193 9888 36,+49 5193 9888 98,m.kawaletz@heidjers-stadtwerke.de
Germany (Federal Republic of) ,DEU,Stadtwerke Schorndorf GmbH,Augustenstr. 7,73614 SCHORNDORF,,,SW1912,Mr Matthias Pickel,+49 7181 96450 500,+49 7181 96450 191,matthias.pickel@stadtwerke-schorndorf.de
Germany (Federal Republic of) ,DEU,Stadtwerke Schwedt GmbH,Heinersdorfer Damm 55 - 57,16303 Schwedt,,,SWS,Mr. Raphael Neubauer,+49 3332 449 414,+49 3332 449 420,raphael.neubauer@stadtwerke-schwedt.de
Germany (Federal Republic of) ,DEU,Stadtwerke Schwerin GmbH (SWS),Eckdrift 43 - 45,19061 SCHWERIN,,,SWSN,Mrs Ariana Koeppen,+49 385 7552726,+49 385 7552433,koeppen@wemacom.de
Germany (Federal Republic of) ,DEU,Stadtwerke Soltau GmbH & Co.KG,Weinberg 46,29614 SOLTAU,,,SWSOL,Mr Frank Wesseloh,+49 5191 84 230,+49 5191 84 329,frank.wesseloh@sw-soltau.de
Germany (Federal Republic of) ,DEU,Stadtwerke Teterow GmbH,Gasstrasse 26,17166 TETEROW,,,SWTET,Mr Edgar Martens,+49 3996 1533 73,+49 3996 1533 15,e.martens@sw-teterow.de
Germany (Federal Republic of) ,DEU,Stadtwerke Trostberg Telekommunikation GmbH,Friedrich-Ebert-Strasse 2,83308 TROSTBERG,,,STWTBG,Mr Stefan Bratzdrum,+49 8621 8060 11,+49 8621 8060 19,info@stadtwerke-trostberg.de
Germany (Federal Republic of) ,DEU,Stadtwerke Tübingen GmbH,Eisenhutstrasse 6,D-72072 TUEBINGEN,,,TUENET,Mrs Antje Fleischer,+49 7071 157 256,+49 7071 157 200,verbindung@swtue.de
Germany (Federal Republic of) ,DEU,Stadtwerke Unna GmbH,Heinrich-Hertz-Strasse 2,59423 UNNA,,,SWUNNA,Mr. Thomas Hoenig-Heinemann,+49 2303 2001 418,+49 2303 2001 22,thomas.heinemann@sw-unna.de
Germany (Federal Republic of) ,DEU,Stadtwerke Velbert GmbH,Kettwiger Strasse 2,42549 VELBERT,,,STWVEL,Mrs. Dr. Beate Rickert (KPR CAPITAL GmbH),+49 69 1534894 50,+49 69 1534894 70,beate.rickert@kpr-capital.com
Germany (Federal Republic of) ,DEU,Stadtwerke Wedel GmbH,Feldstraβe 150,22880 WEDEL,,,STW150,Ms. Heike Witzel,+49 4103 805 0,+49 4103 805 100,h.witzel@stadtwerke-wedel.de
Germany (Federal Republic of) ,DEU,StarDSL GmbH,Grosse Elbstrasse 47,22767 HAMBURG,,,DESDSL,Mr Niko Rimarzik,+49 40 30606210,+49 40 30606131,technik@h3-netservice.de
Germany (Federal Republic of) ,DEU,Stefan Englhardt,Genias Internet,Dr.-Gessler-Strasse 20,93051 REGENSBURG,,GENIAS,Mr Thomas Giechau,+49 941 942798 0,+49 941 942798 9,info@genias.net
Germany (Federal Republic of) ,DEU,Stephan Konheiser,EDV-Studio,Tannscharn 7,91448 EMSKIRCHEN,,KONHEI,Mr Stephan Konheiser,+49 9104 8296620,+49 9104 8296643,s.konheiser@edv-studio.de
Germany (Federal Republic of) ,DEU,Stern Kom GmbH,Kurf 11a,83093 Bad Endorf,,,STERN,,+49 8053 209798,+49 8053 2329,info@sternkom.de
Germany (Federal Republic of) ,DEU,Stiegeler Internet Services GmbH & Co.KG,Paradiesstrasse 18,79677 SCHOENAU,,,SIS,,+49 7673 88899 23,+49 7673 88899 99,info@stiegeler.com
Germany (Federal Republic of) ,DEU,süc // dacor GmbH,Schillerplatz 1,96450 COBURG,,,DACOR,,+49 9561 97621 22,+49 9561 97621 10,info@dacor.de
Germany (Federal Republic of) ,DEU,SUPERTEL A/S,Hoerskatten 3,2630 TAASTRUP,Denmark,,SUPT,Mr Hugo Nielsen,+45 7730 3000,+49 40 6558 9529,order@supertel.dk
Germany (Federal Republic of) ,DEU,Surf-Paradies Internet Service GmbH,Nürburgring Boulevard 2,53520 NÜRBURG,,,SURFPA,Mr Alexander Langen,+49 2691 45997 90,+49 2691 45997 99,alangen@surf-paradies.de
Germany (Federal Republic of) ,DEU,Susann Hoehne – Mobil24-direct,Ilse-Decho-Weg 35,04319 LEIPZIG,,,MOB24,Mrs. Susann Hoehne,+49 341 4813214,+49 341 4813215,susann.hoehne@mobil24-direct.com
Germany (Federal Republic of) ,DEU,SVO Vertrieb GmbH,Sprengerstrasse 2,29223 CELLE,,,SVOV,Mr Kersten Koschoreck,+49 5141 2196 1300,+49 5141 2196 1399,kersten.koschoreck@svo.de
Germany (Federal Republic of) ,DEU,"SWaP GmbH Surf, Watch & Phone",Maerkische Allee 210 a,12679 BERLIN,,,SW4P06,Mr Uwe Wachsmann,+49 30 5499 4257,+49 30 5499 4256,kontakt@swap-gmbh.de
Germany (Federal Republic of) ,DEU,SWN Stadtwerke Neumünster GmbH,Bismarckstrasse 51,24534 NEUMUENSTER,,,SWNNET,Mr. Frank Wede,:+49 4321 202 534,+49 4321 202 85534,f.wede@swn.net
Germany (Federal Republic of) ,DEU,SWT Trilan GmbH,Ostallee 7 - 13,54290 Trier,,,TRILAN,,+49 651 7174 141,+49 651 7174 119,mail@trilan.de
Germany (Federal Republic of) ,DEU,SWU TeleNet GmbH,Bauhoferstrasse 9/1,89077 Ulm,,,SWUTN,Mrs. Claudia Eisenmenger,+49 731 166 3112,+49 731 166 3109,claudia.eisenmenger@swu.de
Germany (Federal Republic of) ,DEU,SWW Wunsiedel GmbH,Rot-Kreuz-Strasse 6,95632 Wunsiedel,,,WUNCOM,Mr. Uwe Kammerer,+49 9232 887 162,+49 9232 887 364,u.kammerer@s-w-w.com
Germany (Federal Republic of) ,DEU,symbox Gesellschaft für Medienversorgung mbH,Am Saaraltarm 1,66740 SAARLOUIS,,,SYMBOX,,+49 800 1030 010,+49 6831 50318 126,info@symbox.de
Germany (Federal Republic of) ,DEU,TAL.DE Klaus Internet Service GmbH,Robertstrasse 6,42107 WUPPERTAL,,,TALDE,Mr. Matthias Klaus,+49 202 495312,+49 202 495399,klaus@tal.de
Germany (Federal Republic of) ,DEU,TBits.net GmbH,Bruehlweg 9,73553 ALFDORF,,,TBITS,Mr Thomas Boernert,+49 7172 18391 0,+49 7172 18391 99,info@tbits.net
Germany (Federal Republic of) ,DEU,TeamFON GmbH,Stahlgruberring 11,81820 MUNICH,,,TFON,Mr Thomas Weiss,+49 89 42700525,+49 89 42700555,twe@teamfon.com
Germany (Federal Republic of) ,DEU,TEFIS-Technique & Financial Service Ltd. & Co.KG,Scheerengasse 10 - 12,60599 Frankfurt,,,SIPFFM,,+49 69 9999978 12,+49 69 9999978 19,info@sip-telefonanlagen.de
Germany (Federal Republic of) ,DEU,TEFONIX UG (haftungsbeschränkt),Wahnbachtalstrasse 2,53819 NEUNKIRCHEN-SEELSCHEID,,,TFX,Mr Norbert Piper,+49 2247 90640 0,+49 2247 90640 99,norbert.piper@tefonix.de
Germany (Federal Republic of) ,DEU,TeGe Deutschland GmbH,Am Hader 10,74246 Eberstadt,,,TEGE,,+49 7134 915632 0,+49 7134 915632 999,info@tege-deutschland.de
Germany (Federal Republic of) ,DEU,TEGRO KABELBAU GmbH,Arnulfstrasse 49,66954 PIRMASENS,,,TEGRO,Mr Tobias Weidler,+49 6331 71020,+49 6331 141728,info@tegronet.de
Germany (Federal Republic of) ,DEU,tel.quick GmbH & Co. KG,Pinneberger Strasse 2,25451 QUICKBORN,,,TQUICK,Mr Jan Wilhelm,+49 4106 616121,+49 4106 616161,jwilhelm@stadtwerke-quickborn.de
Germany (Federal Republic of) ,DEU,telba AG,In der Steele 23,40599 DUESSELDORF,,,TELBA,Mr Robin Goldammer,+49 211 9009 6154,+49 211 9985 85156,rgoldammer@telba.de
Germany (Federal Republic of) ,DEU,TELCAT MULTICOM GmbH,Sudetenstrasse 10,38239 Salzgitter,,,TELCAT,,+49 800 8888200,+49 800 8888188,netzdienste@telcat.de
Germany (Federal Republic of) ,DEU,TELE AG,Theklaerstrasse 42,04347 Leipzig,,,TELEAG,Mrs. Stefanie Donah,+49 341 523801 0,+49 341 523801 99,stefanie.donah@tele-ag.de
Germany (Federal Republic of) ,DEU,"Tele Columbus AG, Bulk-Account",Kaiserin-Augusta-Allee 108,D-10553 BERLIN,,,FLTC,Mrs Corinna Jaehneke,+49 30 3388 1029,,corinna.jaehneke@pyur.com
Germany (Federal Republic of) ,DEU,Tele Columbus AG,Kaiserin-Augusta-Allee 108,10553 BERLIN,,,TCAG,Mr Andreas Gaertig,+49 341 60952 445,+49 341 60952 903,andreas.gaertig@telecolumbus.de
Germany (Federal Republic of) ,DEU,Tele Columbus Berlin-Brandenburg GmbH & Co.KG,Goslaer Ufer 39,10589 BERLIN,,,TCBB,Mr Andreas Gaertig,+49 341 60952 445,+49 341 60952 903,andreas.gaertig@telecolumbus.de
Germany (Federal Republic of) ,DEU,Tele Columbus Cottbus GmbH,Gerhart-Hauptmann-Strasse 15 / Sued 6,03044 COTTBUS,,,TCCOTB,Mr Andreas Gaertig,+49 341 60952 445,+49 341 60952 903,andreas.gaertig@telecolumbus.de
Germany (Federal Republic of) ,DEU,Tele Columbus Hessen GmbH,Goslaer Ufer 39,10589 BERLIN,,,TCHESS,Mr Andreas Gaertig,+49 341 60952 445,+49 341 60952 903,andreas.gaertig@telecolumbus.de
Germany (Federal Republic of) ,DEU,Tele Columbus Kabel Service GmbH,Goslaer Ufer 39,10589 BERLIN,,,TCKS,Mr Andreas Gaertig,+49 341 60952 445,+49 341 60952 903,andreas.gaertig@telecolumbus.de
Germany (Federal Republic of) ,DEU,Tele Columbus Multimedia GmbH,Goslaer Ufer 39,10589 BERLIN,,,TCMULT,Mr Andreas Gaertig,+49 341 60952 445,+49 341 60952 903,andreas.gaertig@telecolumbus.de
Germany (Federal Republic of) ,DEU,Tele Columbus Netze Berlin GmbH,Goslaer Ufer 39,10589 BERLIN,,,TCNETZ,Mr Andreas Gaertig,+49 341 60952 445,+49 341 60952 903,andreas.gaertig@telecolumbus.de
